source,target,weight
1,5257,715.0663002964535
1,5258,714.3379856490635
1,5259,775.0533443736069
1,5260,786.7799014872345
1,5261,514.9297508701768
1,5262,391.9305858923761
1,5263,383.5273329553913
1,5264,573.2963993457495
1,5265,520.0512066274094
1,5266,501.889818224591
1,5267,495.2671865852336
1,5268,488.9848865049729
1,5269,503.41600339849714
1,5270,497.3615847791009
1,5271,607.3978502583733
1,5272,526.876007507019
1,5273,370.7784954940996
1,5274,584.1982345036471
1,5275,577.0136990025982
1,5276,570.5675040276394
1,5277,454.6753613959058
1,5278,493.9584353166354
1,5279,492.11776582895885
1,5280,485.5570935771474
